"Date","Qob.L3","Qsim.L3","SurfaceFlow.L3","Baseflow.L3","DirectRunoff.L3","Eta.L3","StSur.L3","StBase.L3","Impulse.L","Zs.L","Zb.L","Infil.L3","Rech.L3","RecessCount.T","AdjPctEr","Weight","CB0.05","CB0.95"
"2007-01-01",176176.720475786,NA,36091.7587085812,93268.2765494438,NA,NA,137768.908955802,6542305.1969779,NA,0.0328290520576798,1.52433420481268,NA,137420.335924646,1,NA,0.0343630802050308,NA,NA
"2007-01-02",176176.720475786,100589.229394555,18045.8793542906,82543.3500402639,0,75587.4910812314,51012.0053756703,6528472.87116348,0,0.0121395429629098,1.47360427113985,0,68711.0242258413,2,0.438786864820863,0.0675453391288843,122372.634979148,184885.888653737
"2007-01-03",178623.619371283,89216.3641541043,6673.0141138404,82543.3500402639,0,89407.2552171786,18930.9950409944,6471337.51734405,0,0.00450470578545569,1.47360427113985,0,25407.9962208355,3,0.508942851620928,0.0995873534279532,108536.884421027,163982.236153605
"2007-01-04",296074.76635514,218235.221094217,122141.084355732,94321.8596082319,1772.27713025375,77839.545260923,344931.816880304,6842076.89644691,0.0327556129167865,0.0821489780385564,1.57506413848552,913203.144906128,465061.238711086,0,0.270441788150723,0,NA,NA
"2007-01-05",330331.350892099,279984.468425385,168625.349838927,106377.747136972,4981.37144948621,50346.8824667131,561852.103862696,7377744.67575214,0.0369285278667432,0.133887982916568,1.6757316076659,1027591.16326353,642045.526442211,0,0.160189298326507,0,NA,NA
"2007-01-06",274052.676295667,273018.290832962,149645.523838996,118985.909091116,4386.85790285023,1034.3854627047,568679.105183254,7828531.4716895,0.0260788585657026,0.135517304646361,1.77518912096424,726245.230188026,569772.705028471,1,0.0147702713073443,0.0343630802050308,NA,NA
"2007-01-07",266711.979609176,193240.587355771,74492.8280527301,118747.759303041,0,73471.3922534052,210559.220555391,7993410.76896159,0,0.0501288921368665,1.87306426476779,0,283627.056575134,2,0.283685527469948,0.0675453391288843,239760.982002124,336323.617091389
"2007-01-08",249583.687340697,159426.918413943,27555.4694079118,131871.449006031,0,90156.7689267535,78088.9866440214,7966454.08445902,0,0.0185845016856822,1.87306426476779,0,104914.764503457,3,0.36896192166663,0.0995873534279532,216169.475617119,267748.521924665
"2007-01-09",244689.889549703,135525.3628883,10215.7587337639,125309.604154536,0,109164.526661403,28977.7220521994,7880039.98616254,0,0.00689554826405384,1.87306426476779,0,38895.5058580581,4,0.452972043485841,0.130528305419732,183760.979136014,227607.206848405
"2007-01-10",239551.401869159,129100.034406258,3790.43025172254,125309.604154536,0,110451.3674629,10755.5979926381,7769162.07581584,0,0.00255928196511173,1.77518912096424,0,14431.6938078388,5,0.467870158513454,0.160406030996598,175048.774807857,216816.229885028
"2007-01-11",230008.49617672,120154.577066005,1406.81776296413,118747.759303041,0,109853.919110716,3992.4044324672,7655770.69231001,0,0.000949970930657727,1.77518912096424,0,5356.37579720677,6,0.484463629313621,0.189257065893122,160774.717380882,221672.268348396
"2007-01-12",184985.556499575,119269.951073141,522.191770100842,118747.759303041,0,65715.6054264338,1481.99824504525,7539011.14742429,0,0.000352631078636558,1.77518912096424,0,1988.21441732111,7,0.365734419444953,0.217116690363499,159591.02968905,220040.22856043
"2007-01-13",159293.118096856,112617.902852154,193.838612533439,112424.06423962,0,46675.2152447028,550.130528763047,7427325.11228842,0,0.000130899373933694,1.6757316076659,0,738.029103748763,8,0.30633387938026,0.244018972323718,150690.152179025,207767.915226088
"2007-01-14",161005.947323704,106172.323562985,71.9543867855,106100.3691762,0,54833.6237607189,204.211077432425,7321498.70817676,0,4.85904276793785e-05,1.6757316076659,0,273.965064545122,9,0.352862577504175,0.26999680901124,142065.543663256,195876.514858839
"2007-01-15",158559.048428207,106127.078963438,26.709787237683,106100.3691762,0,52431.9694647697,75.8042441706785,7215500.03604659,0,1.80370204980628e-05,1.6757316076659,0,101.697046024064,10,0.343344835877881,0.295081967213115,142005.003416826,195793.043440128
"2007-01-16",156356.83942226,106110.283988703,9.91481250348085,106100.3691762,0,50246.5554335566,28.1389571121662,7109437.41734494,0,6.69544149946957e-06,1.6757316076659,0,37.7504745550315,11,0.334378974510191,0.319305122111743,141982.530637326,195762.058518562
"2007-01-17",154644.010195412,100057.732506643,3.68043309050934,100054.052073552,0,54586.2776887694,10.4453396385945,7009397.37845577,0,2.48538554346937e-06,1.57506413848552,0,14.0131843830623,12,0.365529096843384,0.342695894795771,121726.038171036,183908.982129751
"2007-01-18",149750.212404418,94009.1011683684,1.36619746398843,94007.7349709044,0,55741.1112360496,3.87730881545613,6915394.84531823,0,9.22574801485678e-07,1.57506413848552,0,5.20183335914998,13,0.384792767129428,0.365282888482,114367.527132257,172791.424247593
"2007-01-19",150239.592183517,94008.2421032314,0.507132326990979,94007.7349709044,0,56231.350080286,1.43925659907838,6821389.04126721,0,3.4245965889166e-07,1.57506413848552,0,1.93091988938677,14,0.386762320677577,0.387093723492598,114366.482029665,172789.845261232
"2007-01-20",147303.313508921,94007.9232183651,0.188247460731194,94007.7349709044,0,53295.3902905558,0.534251900233109,6727382.02305355,0,1.27120989971107e-07,1.57506413848552,0,0.716757238114076,15,0.374789092147999,0.408155071030389,114366.094087719,172789.259141702
"2007-01-21",142164.825828377,94007.8048483424,0.0698774379591001,94007.7349709044,0,48157.0209800348,0.198314249596979,6633374.55414285,0,4.71872969779492e-08,1.57506413848552,0,0.266060212677029,16,0.352667870059329,0.428492685793513,114365.950083717,172789.041574205
"2007-01-22",137026.338147833,88275.5684440812,0.0259384970002492,88275.5425055842,0,48750.7697037523,0.0736142319976474,6545099.11039879,0,1.75159190297556e-08,1.47360427113985,0,0.0987615205990828,17,0.369842648843501,0.448131437469352,93139.5531607034,150550.365831669
"2007-01-23",135802.888700085,82543.3596686309,0.00962836700356531,82543.3500402639,0,53259.529031454,0.0273251434271959,6462555.79701925,0,6.50180080008499e-09,1.47360427113985,0,0.0366607215668862,18,0.405570641642324,0.467095341146228,87091.4996235858,140774.318581244
"2007-01-24",138739.167374681,82543.3536142542,0.00357399027598533,82543.3500402639,0,56195.8137604272,0.0101429200684729,6380012.46058722,0,2.41342554255328e-09,1.47360427113985,0,0.0136082330827376,19,0.417879834124382,0.485407586680054,87091.4932356128,140774.308255752
"2007-01-25",145101.104502974,82543.3513669055,0.00132664160070658,82543.3500402639,0,62557.7531360681,0.00376499216713587,6297469.11559824,0,8.9584902965115e-10,1.47360427113985,0,0.00505128630063049,20,0.442875925779614,0.503090567051868,87091.4908644352,140774.304422991
"2007-01-26",152686.491079014,82543.3505327053,0.00049244137419317,82543.3500402639,0,70143.1405463091,0.00139754373300973,6214925.76743298,0,3.32536242110988e-10,1.47360427113985,0,0.00187500705993297,21,0.470010018018492,0.520165905750901,87091.4899842706,140774.303000297
"2007-01-27",153665.250637213,77158.5066457442,0.000182792634265546,77158.5064629516,0,76506.743991469,0.000518754584817633,6137767.26166603,0,1.23434729889114e-10,1.37181333274289,0,0.000695996513926549,22,0.507678667262767,0.536654483216691,68390.2996658454,150383.40053452
"2007-01-28",159048.428207307,71773.6629534903,6.78511289267432e-05,71773.6628856392,0,87274.7652538164,0.000192551799786386,6065993.59903874,0,4.58169374526853e-11,1.37181333274289,0,0.000258351656104503,23,0.557245276225062,0.552576462372557,63617.3836287607,139888.237512431
"2007-01-29",152441.801189465,71773.6629108244,2.51852208282334e-05,71773.6628856392,0,80668.1382786403,7.1470702010302e-05,5994219.936249,0,1.70046941988573e-11,1.37181333274289,0,9.5895876947851e-05,24,0.538434296889805,0.567951313281668,63617.3835909433,139888.237429275
"2007-01-30",150728.971962617,71773.6628949866,9.34735061585181e-06,71773.6628856392,0,78955.3090676302,2.65321453232577e-05,5922446.27339895,0,6.31154273809241e-12,1.37181333274289,0,3.55912060711925e-05,25,0.533293549305008,0.582797836955848,63617.3835769052,139888.237398406
"2007-01-31",150239.592183517,71773.6628891086,3.46940687141834e-06,71773.6628856392,0,78465.9292944088,9.85253804531399e-06,5850672.61052652,0,2.34530039144204e-12,1.37181333274289,0,1.32102004065254e-05,26,0.531803664424931,0.597134188346247,63617.3835716953,139888.23738695
