"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","11266500",2014-01-31,55.3,"A"
"USGS","11266500",2014-02-01,42.3,"A"
"USGS","11266500",2014-02-02,36.6,"A"
"USGS","11266500",2014-02-03,36.3,"A"
"USGS","11266500",2014-02-04,36.1,"A"
"USGS","11266500",2014-02-05,36.5,"A"
"USGS","11266500",2014-02-06,37.6,"A"
"USGS","11266500",2014-02-07,40,"A"
"USGS","11266500",2014-02-08,53.2,"A"
"USGS","11266500",2014-02-09,89.1,"A"
"USGS","11266500",2014-02-10,150,"A"
"USGS","11266500",2014-02-11,126,"A"
"USGS","11266500",2014-02-12,107,"A"
"USGS","11266500",2014-02-13,105,"A"
"USGS","11266500",2014-02-14,113,"A"
"USGS","11266500",2014-02-15,118,"A"
"USGS","11266500",2014-02-16,119,"A"
"USGS","11266500",2014-02-17,117,"A"
"USGS","11266500",2014-02-18,108,"A"
"USGS","11266500",2014-02-19,98.1,"A"
"USGS","11266500",2014-02-20,91.2,"A"
"USGS","11266500",2014-02-21,89.6,"A"
"USGS","11266500",2014-02-22,92.8,"A"
"USGS","11266500",2014-02-23,104,"A"
"USGS","11266500",2014-02-24,123,"A"
"USGS","11266500",2014-02-25,138,"A"
"USGS","11266500",2014-02-26,157,"A"
"USGS","11266500",2014-02-27,229,"A"
"USGS","11266500",2014-02-28,267,"A"
"USGS","11266500",2014-03-01,254,"A"
"USGS","11266500",2014-03-02,234,"A"
"USGS","11266500",2014-03-03,201,"A"
"USGS","11266500",2014-03-04,211,"A"
"USGS","11266500",2014-03-05,227,"A"
"USGS","11266500",2014-03-06,332,"A"
"USGS","11266500",2014-03-07,370,"A"
"USGS","11266500",2014-03-08,277,"A"
"USGS","11266500",2014-03-09,275,"A"
"USGS","11266500",2014-03-10,256,"A"
"USGS","11266500",2014-03-11,240,"A"
"USGS","11266500",2014-03-12,233,"A"
"USGS","11266500",2014-03-13,210,"A"
"USGS","11266500",2014-03-14,198,"A"
"USGS","11266500",2014-03-15,205,"A"
"USGS","11266500",2014-03-16,243,"A"
"USGS","11266500",2014-03-17,324,"A"
"USGS","11266500",2014-03-18,335,"A"
"USGS","11266500",2014-03-19,330,"A"
"USGS","11266500",2014-03-20,347,"A"
"USGS","11266500",2014-03-21,400,"A"
"USGS","11266500",2014-03-22,393,"A"
"USGS","11266500",2014-03-23,355,"A"
"USGS","11266500",2014-03-24,359,"A"
"USGS","11266500",2014-03-25,400,"A"
"USGS","11266500",2014-03-26,399,"A"
"USGS","11266500",2014-03-27,368,"A"
"USGS","11266500",2014-03-28,317,"A"
"USGS","11266500",2014-03-29,351,"A"
"USGS","11266500",2014-03-30,367,"A"
"USGS","11266500",2014-03-31,349,"A"
"USGS","11266500",2014-04-01,298,"A"
"USGS","11266500",2014-04-02,310,"A"
"USGS","11266500",2014-04-03,292,"A"
"USGS","11266500",2014-04-04,289,"A"
"USGS","11266500",2014-04-05,263,"A"
"USGS","11266500",2014-04-06,310,"A"
"USGS","11266500",2014-04-07,472,"A"
"USGS","11266500",2014-04-08,642,"A"
"USGS","11266500",2014-04-09,756,"A"
"USGS","11266500",2014-04-10,833,"A"
"USGS","11266500",2014-04-11,940,"A"
"USGS","11266500",2014-04-12,955,"A"
"USGS","11266500",2014-04-13,1140,"A"
"USGS","11266500",2014-04-14,1120,"A"
"USGS","11266500",2014-04-15,1210,"A"
"USGS","11266500",2014-04-16,1220,"A"
"USGS","11266500",2014-04-17,1360,"A"
"USGS","11266500",2014-04-18,1420,"A"
"USGS","11266500",2014-04-19,1490,"A"
"USGS","11266500",2014-04-20,1430,"A"
"USGS","11266500",2014-04-21,1390,"A"
"USGS","11266500",2014-04-22,1130,"A"
"USGS","11266500",2014-04-23,937,"A"
"USGS","11266500",2014-04-24,866,"A"
"USGS","11266500",2014-04-25,1030,"A"
"USGS","11266500",2014-04-26,1020,"A"
"USGS","11266500",2014-04-27,954,"A"
"USGS","11266500",2014-04-28,938,"A"
"USGS","11266500",2014-04-29,1080,"A"
"USGS","11266500",2014-04-30,1260,"A"
"USGS","11266500",2014-05-01,1240,"A"
"USGS","11266500",2014-05-02,1370,"A"
"USGS","11266500",2014-05-03,1530,"A"
"USGS","11266500",2014-05-04,1430,"A"
"USGS","11266500",2014-05-05,1390,"A"
"USGS","11266500",2014-05-06,1230,"A"
"USGS","11266500",2014-05-07,1040,"A"
"USGS","11266500",2014-05-08,864,"A"
"USGS","11266500",2014-05-09,774,"A"
"USGS","11266500",2014-05-10,892,"A"
"USGS","11266500",2014-05-11,800,"A"
"USGS","11266500",2014-05-12,733,"A"
"USGS","11266500",2014-05-13,862,"A"
"USGS","11266500",2014-05-14,1080,"A"
"USGS","11266500",2014-05-15,1300,"A"
"USGS","11266500",2014-05-16,1430,"A"
"USGS","11266500",2014-05-17,1360,"A"
"USGS","11266500",2014-05-18,1250,"A"
"USGS","11266500",2014-05-19,1100,"A"
"USGS","11266500",2014-05-20,988,"A"
"USGS","11266500",2014-05-21,1030,"A"
"USGS","11266500",2014-05-22,996,"A"
"USGS","11266500",2014-05-23,852,"A"
"USGS","11266500",2014-05-24,901,"A"
"USGS","11266500",2014-05-25,1090,"A"
"USGS","11266500",2014-05-26,1300,"A"
"USGS","11266500",2014-05-27,1220,"A"
"USGS","11266500",2014-05-28,1100,"A"
"USGS","11266500",2014-05-29,975,"A"
"USGS","11266500",2014-05-30,833,"A"
"USGS","11266500",2014-05-31,705,"A"
"USGS","11266500",2014-06-01,644,"A"
"USGS","11266500",2014-06-02,650,"A"
"USGS","11266500",2014-06-03,612,"A"
"USGS","11266500",2014-06-04,570,"A"
"USGS","11266500",2014-06-05,578,"A"
"USGS","11266500",2014-06-06,600,"A"
"USGS","11266500",2014-06-07,594,"A"
"USGS","11266500",2014-06-08,561,"A"
"USGS","11266500",2014-06-09,542,"A"
"USGS","11266500",2014-06-10,518,"A"
"USGS","11266500",2014-06-11,493,"A"
"USGS","11266500",2014-06-12,469,"A"
"USGS","11266500",2014-06-13,413,"A"
"USGS","11266500",2014-06-14,342,"A"
"USGS","11266500",2014-06-15,275,"A"
"USGS","11266500",2014-06-16,230,"A"
"USGS","11266500",2014-06-17,206,"A"
"USGS","11266500",2014-06-18,186,"A"
"USGS","11266500",2014-06-19,166,"A"
"USGS","11266500",2014-06-20,162,"A"
"USGS","11266500",2014-06-21,165,"A"
"USGS","11266500",2014-06-22,161,"A"
"USGS","11266500",2014-06-23,148,"A"
"USGS","11266500",2014-06-24,143,"A"
"USGS","11266500",2014-06-25,144,"A"
"USGS","11266500",2014-06-26,152,"A"
"USGS","11266500",2014-06-27,187,"A"
"USGS","11266500",2014-06-28,176,"A"
"USGS","11266500",2014-06-29,151,"A"
"USGS","11266500",2014-06-30,133,"A"
"USGS","11266500",2014-07-01,123,"A"
"USGS","11266500",2014-07-02,115,"A"
"USGS","11266500",2014-07-03,107,"A"
"USGS","11266500",2014-07-04,97.9,"A"
"USGS","11266500",2014-07-05,86.1,"A"
"USGS","11266500",2014-07-06,77.7,"A"
"USGS","11266500",2014-07-07,72.5,"A"
"USGS","11266500",2014-07-08,70,"A"
"USGS","11266500",2014-07-09,66.4,"A"
"USGS","11266500",2014-07-10,62.1,"A"
"USGS","11266500",2014-07-11,58.1,"A"
"USGS","11266500",2014-07-12,55.5,"A"
"USGS","11266500",2014-07-13,52.5,"A"
"USGS","11266500",2014-07-14,49.3,"A"
"USGS","11266500",2014-07-15,51.5,"A"
"USGS","11266500",2014-07-16,72.5,"A"
"USGS","11266500",2014-07-17,125,"A"
"USGS","11266500",2014-07-18,194,"A"
"USGS","11266500",2014-07-19,137,"A"
"USGS","11266500",2014-07-20,128,"A"
"USGS","11266500",2014-07-21,186,"A"
"USGS","11266500",2014-07-22,136,"A"
"USGS","11266500",2014-07-23,99.2,"A"
"USGS","11266500",2014-07-24,77.1,"A"
"USGS","11266500",2014-07-25,63.5,"A"
"USGS","11266500",2014-07-26,53.7,"A"
"USGS","11266500",2014-07-27,47.6,"A"
"USGS","11266500",2014-07-28,43.7,"A"
"USGS","11266500",2014-07-29,40.9,"A"
"USGS","11266500",2014-07-30,39.3,"A"
"USGS","11266500",2014-07-31,38.9,"A"
"USGS","11266500",2014-08-01,37.6,"A"
"USGS","11266500",2014-08-02,35.5,"A"
"USGS","11266500",2014-08-03,33.8,"A"
"USGS","11266500",2014-08-04,32.5,"A"
"USGS","11266500",2014-08-05,31.9,"A"
"USGS","11266500",2014-08-06,33.5,"A"
"USGS","11266500",2014-08-07,37.3,"A"
"USGS","11266500",2014-08-08,37.1,"A"
"USGS","11266500",2014-08-09,34.2,"A"
"USGS","11266500",2014-08-10,32.3,"A"
"USGS","11266500",2014-08-11,30.6,"A"
"USGS","11266500",2014-08-12,29,"A"
"USGS","11266500",2014-08-13,27.7,"A"
"USGS","11266500",2014-08-14,26.3,"A"
"USGS","11266500",2014-08-15,24.4,"A"
"USGS","11266500",2014-08-16,23.2,"A"
"USGS","11266500",2014-08-17,22.3,"A"
"USGS","11266500",2014-08-18,21.3,"A"
"USGS","11266500",2014-08-19,20.6,"A"
"USGS","11266500",2014-08-20,19.8,"A"
"USGS","11266500",2014-08-21,19.2,"A"
"USGS","11266500",2014-08-22,18.6,"A"
"USGS","11266500",2014-08-23,18.3,"A"
"USGS","11266500",2014-08-24,18,"A"
"USGS","11266500",2014-08-25,17.5,"A"
"USGS","11266500",2014-08-26,16.9,"A"
"USGS","11266500",2014-08-27,16.7,"A"
"USGS","11266500",2014-08-28,16.1,"A"
"USGS","11266500",2014-08-29,15.7,"A"
"USGS","11266500",2014-08-30,15.4,"A"
"USGS","11266500",2014-08-31,14.7,"A"
"USGS","11266500",2014-09-01,14.4,"A"
"USGS","11266500",2014-09-02,13.9,"A"
"USGS","11266500",2014-09-03,13.8,"A"
"USGS","11266500",2014-09-04,13.4,"A"
"USGS","11266500",2014-09-05,13.2,"A"
"USGS","11266500",2014-09-06,12.8,"A"
"USGS","11266500",2014-09-07,12.6,"A"
"USGS","11266500",2014-09-08,12.5,"A"
"USGS","11266500",2014-09-09,12.1,"A"
"USGS","11266500",2014-09-10,11.6,"A"
"USGS","11266500",2014-09-11,11.5,"A"
"USGS","11266500",2014-09-12,11.4,"A"
"USGS","11266500",2014-09-13,11.2,"A"
"USGS","11266500",2014-09-14,11,"A"
"USGS","11266500",2014-09-15,10.8,"A"
"USGS","11266500",2014-09-16,10.5,"A"
"USGS","11266500",2014-09-17,10.4,"A"
"USGS","11266500",2014-09-18,10.3,"A"
"USGS","11266500",2014-09-19,10.4,"A"
"USGS","11266500",2014-09-20,10.5,"A"
"USGS","11266500",2014-09-21,10.4,"A"
"USGS","11266500",2014-09-22,9.89,"A"
"USGS","11266500",2014-09-23,10,"A"
"USGS","11266500",2014-09-24,10.1,"A"
"USGS","11266500",2014-09-25,10.1,"A"
"USGS","11266500",2014-09-26,10.2,"A"
"USGS","11266500",2014-09-27,11.1,"A"
"USGS","11266500",2014-09-28,12.7,"A"
"USGS","11266500",2014-09-29,11.8,"A"
"USGS","11266500",2014-09-30,11.4,"A"
"USGS","11266500",2014-10-01,11.2,"A"
"USGS","11266500",2014-10-02,11,"A"
"USGS","11266500",2014-10-03,10.8,"A"
"USGS","11266500",2014-10-04,10.7,"A"
"USGS","11266500",2014-10-05,10.3,"A"
"USGS","11266500",2014-10-06,10.1,"A"
"USGS","11266500",2014-10-07,10.1,"A"
"USGS","11266500",2014-10-08,10.1,"A"
"USGS","11266500",2014-10-09,10.1,"A"
"USGS","11266500",2014-10-10,10.1,"A"
"USGS","11266500",2014-10-11,10.1,"A"
"USGS","11266500",2014-10-12,10.1,"A"
"USGS","11266500",2014-10-13,10.1,"A"
"USGS","11266500",2014-10-14,10.1,"A"
"USGS","11266500",2014-10-15,10.3,"A"
"USGS","11266500",2014-10-16,10.7,"A"
"USGS","11266500",2014-10-17,10.7,"A"
"USGS","11266500",2014-10-18,10.9,"A"
"USGS","11266500",2014-10-19,10.8,"A"
"USGS","11266500",2014-10-20,10.6,"A"
"USGS","11266500",2014-10-21,10.7,"A"
"USGS","11266500",2014-10-22,10.7,"A"
"USGS","11266500",2014-10-23,10.6,"A"
"USGS","11266500",2014-10-24,10.5,"A"
"USGS","11266500",2014-10-25,10.4,"A"
"USGS","11266500",2014-10-26,10.5,"A"
"USGS","11266500",2014-10-27,10.7,"A"
"USGS","11266500",2014-10-28,10.6,"A"
"USGS","11266500",2014-10-29,10.7,"A"
"USGS","11266500",2014-10-30,10.6,"A"
"USGS","11266500",2014-10-31,10.8,"A"
"USGS","11266500",2014-11-01,14.5,"A"
"USGS","11266500",2014-11-02,13.9,"A"
"USGS","11266500",2014-11-03,15.3,"A"
"USGS","11266500",2014-11-04,13.7,"A"
"USGS","11266500",2014-11-05,13.2,"A"
"USGS","11266500",2014-11-06,12.9,"A"
"USGS","11266500",2014-11-07,13,"A"
"USGS","11266500",2014-11-08,13,"A"
"USGS","11266500",2014-11-09,13.2,"A"
"USGS","11266500",2014-11-10,13.3,"A"
"USGS","11266500",2014-11-11,13.6,"A"
"USGS","11266500",2014-11-12,14.1,"A"
"USGS","11266500",2014-11-13,16.7,"A"
"USGS","11266500",2014-11-14,19.2,"A"
"USGS","11266500",2014-11-15,19.2,"A"
"USGS","11266500",2014-11-16,19.4,"A"
"USGS","11266500",2014-11-17,19.1,"A"
"USGS","11266500",2014-11-18,18.5,"A"
"USGS","11266500",2014-11-19,17.9,"A"
"USGS","11266500",2014-11-20,17.7,"A"
"USGS","11266500",2014-11-21,17.9,"A"
"USGS","11266500",2014-11-22,19.3,"A"
"USGS","11266500",2014-11-23,23.4,"A"
"USGS","11266500",2014-11-24,24.1,"A"
"USGS","11266500",2014-11-25,22.8,"A"
"USGS","11266500",2014-11-26,21.8,"A"
"USGS","11266500",2014-11-27,20.8,"A"
"USGS","11266500",2014-11-28,20,"A"
"USGS","11266500",2014-11-29,19.3,"A"
"USGS","11266500",2014-11-30,18.8,"A"
"USGS","11266500",2014-12-01,18.8,"A"
"USGS","11266500",2014-12-02,19.7,"A"
"USGS","11266500",2014-12-03,85.3,"A"
"USGS","11266500",2014-12-04,110,"A"
"USGS","11266500",2014-12-05,80.4,"A"
"USGS","11266500",2014-12-06,67.1,"A"
"USGS","11266500",2014-12-07,60.5,"A"
"USGS","11266500",2014-12-08,55.4,"A"
"USGS","11266500",2014-12-09,50.6,"A"
"USGS","11266500",2014-12-10,47,"A"
"USGS","11266500",2014-12-11,44.9,"A"
"USGS","11266500",2014-12-12,63.8,"A"
"USGS","11266500",2014-12-13,62.3,"A"
"USGS","11266500",2014-12-14,60.8,"A"
"USGS","11266500",2014-12-15,65.2,"A"
"USGS","11266500",2014-12-16,69,"A"
"USGS","11266500",2014-12-17,70.3,"A"
"USGS","11266500",2014-12-18,68.4,"A"
"USGS","11266500",2014-12-19,67.5,"A"
"USGS","11266500",2014-12-20,74.4,"A"
"USGS","11266500",2014-12-21,81.2,"A"
"USGS","11266500",2014-12-22,96.9,"A"
"USGS","11266500",2014-12-23,106,"A"
"USGS","11266500",2014-12-24,115,"A"
"USGS","11266500",2014-12-25,105,"A"
"USGS","11266500",2014-12-26,74.6,"A"
"USGS","11266500",2014-12-27,72.5,"A"
"USGS","11266500",2014-12-28,68.9,"A"
"USGS","11266500",2014-12-29,61.6,"A"
"USGS","11266500",2014-12-30,57.8,"A"
"USGS","11266500",2014-12-31,48.4,"A"
"USGS","11266500",2015-01-01,49.7,"A"
"USGS","11266500",2015-01-02,47.3,"A"
"USGS","11266500",2015-01-03,46.1,"A"
"USGS","11266500",2015-01-04,46.3,"A"
"USGS","11266500",2015-01-05,46.6,"A"
"USGS","11266500",2015-01-06,48,"A"
"USGS","11266500",2015-01-07,51.7,"A"
"USGS","11266500",2015-01-08,58.9,"A"
"USGS","11266500",2015-01-09,67.5,"A"
"USGS","11266500",2015-01-10,71.3,"A"
"USGS","11266500",2015-01-11,73.1,"A"
"USGS","11266500",2015-01-12,72.4,"A"
"USGS","11266500",2015-01-13,67.6,"A"
"USGS","11266500",2015-01-14,61.3,"A"
"USGS","11266500",2015-01-15,61.2,"A"
"USGS","11266500",2015-01-16,58.9,"A"
"USGS","11266500",2015-01-17,57.3,"A"
"USGS","11266500",2015-01-18,57.6,"A"
"USGS","11266500",2015-01-19,58.4,"A"
"USGS","11266500",2015-01-20,60.3,"A"
"USGS","11266500",2015-01-21,61,"A"
"USGS","11266500",2015-01-22,59.6,"A"
"USGS","11266500",2015-01-23,58.7,"A"
"USGS","11266500",2015-01-24,55.6,"A"
"USGS","11266500",2015-01-25,55.2,"A"
"USGS","11266500",2015-01-26,56.4,"A"
"USGS","11266500",2015-01-27,63,"A"
"USGS","11266500",2015-01-28,67.1,"A"
"USGS","11266500",2015-01-29,67.1,"A"
"USGS","11266500",2015-01-30,66.4,"A"
"USGS","11266500",2015-01-31,64.4,"A"
"USGS","11266500",2015-02-01,59.7,"A"
"USGS","11266500",2015-02-02,58.8,"A"
"USGS","11266500",2015-02-03,57.1,"A"
"USGS","11266500",2015-02-04,56.6,"A"
"USGS","11266500",2015-02-05,56.6,"A"
"USGS","11266500",2015-02-06,56.4,"A"
"USGS","11266500",2015-02-07,223,"A"
"USGS","11266500",2015-02-08,559,"A"
"USGS","11266500",2015-02-09,1470,"A"
"USGS","11266500",2015-02-10,612,"A"
"USGS","11266500",2015-02-11,412,"A"
"USGS","11266500",2015-02-12,351,"A"
"USGS","11266500",2015-02-13,370,"A"
"USGS","11266500",2015-02-14,382,"A"
"USGS","11266500",2015-02-15,362,"A"
"USGS","11266500",2015-02-16,327,"A"
"USGS","11266500",2015-02-17,308,"A"
"USGS","11266500",2015-02-18,310,"A"
"USGS","11266500",2015-02-19,321,"A"
"USGS","11266500",2015-02-20,313,"A"
"USGS","11266500",2015-02-21,286,"A"
"USGS","11266500",2015-02-22,272,"A"
"USGS","11266500",2015-02-23,234,"A"
"USGS","11266500",2015-02-24,196,"A"
"USGS","11266500",2015-02-25,186,"A"
"USGS","11266500",2015-02-26,173,"A"
"USGS","11266500",2015-02-27,169,"A"
"USGS","11266500",2015-02-28,171,"A"
"USGS","11266500",2015-03-01,159,"A"
"USGS","11266500",2015-03-02,156,"A"
"USGS","11266500",2015-03-03,136,"A"
"USGS","11266500",2015-03-04,133,"A"
"USGS","11266500",2015-03-05,127,"A"
"USGS","11266500",2015-03-06,121,"A"
"USGS","11266500",2015-03-07,120,"A"
"USGS","11266500",2015-03-08,123,"A"
"USGS","11266500",2015-03-09,127,"A"
"USGS","11266500",2015-03-10,135,"A"
"USGS","11266500",2015-03-11,149,"A"
"USGS","11266500",2015-03-12,165,"A"
"USGS","11266500",2015-03-13,156,"A"
"USGS","11266500",2015-03-14,169,"A"
"USGS","11266500",2015-03-15,222,"A"
"USGS","11266500",2015-03-16,285,"A"
"USGS","11266500",2015-03-17,297,"A"
"USGS","11266500",2015-03-18,284,"A"
"USGS","11266500",2015-03-19,268,"A"
"USGS","11266500",2015-03-20,259,"A"
"USGS","11266500",2015-03-21,251,"A"
"USGS","11266500",2015-03-22,234,"A"
"USGS","11266500",2015-03-23,245,"A"
"USGS","11266500",2015-03-24,242,"A"
"USGS","11266500",2015-03-25,213,"A"
"USGS","11266500",2015-03-26,212,"A"
"USGS","11266500",2015-03-27,255,"A"
"USGS","11266500",2015-03-28,309,"A"
"USGS","11266500",2015-03-29,323,"A"
"USGS","11266500",2015-03-30,349,"A"
"USGS","11266500",2015-03-31,358,"A"
"USGS","11266500",2015-04-01,315,"A"
"USGS","11266500",2015-04-02,261,"A"
"USGS","11266500",2015-04-03,220,"A"
"USGS","11266500",2015-04-04,194,"A"
"USGS","11266500",2015-04-05,179,"A"
"USGS","11266500",2015-04-06,173,"A"
"USGS","11266500",2015-04-07,175,"A"
"USGS","11266500",2015-04-08,172,"A"
"USGS","11266500",2015-04-09,223,"A"
"USGS","11266500",2015-04-10,244,"A"
"USGS","11266500",2015-04-11,285,"A"
"USGS","11266500",2015-04-12,295,"A"
"USGS","11266500",2015-04-13,323,"A"
"USGS","11266500",2015-04-14,329,"A"
"USGS","11266500",2015-04-15,277,"A"
"USGS","11266500",2015-04-16,235,"A"
"USGS","11266500",2015-04-17,216,"A"
"USGS","11266500",2015-04-18,224,"A"
"USGS","11266500",2015-04-19,247,"A"
"USGS","11266500",2015-04-20,247,"A"
"USGS","11266500",2015-04-21,231,"A"
"USGS","11266500",2015-04-22,220,"A"
"USGS","11266500",2015-04-23,276,"A"
"USGS","11266500",2015-04-24,355,"A"
"USGS","11266500",2015-04-25,388,"A"
"USGS","11266500",2015-04-26,494,"A"
"USGS","11266500",2015-04-27,763,"A"
"USGS","11266500",2015-04-28,853,"A"
"USGS","11266500",2015-04-29,726,"A"
"USGS","11266500",2015-04-30,647,"A"
"USGS","11266500",2015-05-01,618,"A"
"USGS","11266500",2015-05-02,608,"A"
"USGS","11266500",2015-05-03,571,"A"
"USGS","11266500",2015-05-04,537,"A"
"USGS","11266500",2015-05-05,457,"A"
"USGS","11266500",2015-05-06,401,"A"
"USGS","11266500",2015-05-07,378,"A"
"USGS","11266500",2015-05-08,467,"A"
"USGS","11266500",2015-05-09,609,"A"
"USGS","11266500",2015-05-10,643,"A"
"USGS","11266500",2015-05-11,573,"A"
"USGS","11266500",2015-05-12,480,"A"
"USGS","11266500",2015-05-13,394,"A"
"USGS","11266500",2015-05-14,350,"A"
"USGS","11266500",2015-05-15,384,"A"
"USGS","11266500",2015-05-16,367,"A"
"USGS","11266500",2015-05-17,373,"A"
"USGS","11266500",2015-05-18,388,"A"
"USGS","11266500",2015-05-19,359,"A"
"USGS","11266500",2015-05-20,345,"A"
"USGS","11266500",2015-05-21,375,"A"
"USGS","11266500",2015-05-22,580,"A"
"USGS","11266500",2015-05-23,765,"A"
"USGS","11266500",2015-05-24,847,"A"
"USGS","11266500",2015-05-25,715,"A"
"USGS","11266500",2015-05-26,668,"A"
"USGS","11266500",2015-05-27,622,"A"
"USGS","11266500",2015-05-28,621,"A"
"USGS","11266500",2015-05-29,584,"A"
"USGS","11266500",2015-05-30,598,"A"
"USGS","11266500",2015-05-31,601,"A"
"USGS","11266500",2015-06-01,588,"A"
"USGS","11266500",2015-06-02,515,"A"
"USGS","11266500",2015-06-03,456,"A"
"USGS","11266500",2015-06-04,413,"A"
"USGS","11266500",2015-06-05,382,"A"
"USGS","11266500",2015-06-06,326,"A"
"USGS","11266500",2015-06-07,339,"A"
"USGS","11266500",2015-06-08,306,"A"
"USGS","11266500",2015-06-09,321,"A"
"USGS","11266500",2015-06-10,371,"A"
"USGS","11266500",2015-06-11,480,"A"
"USGS","11266500",2015-06-12,408,"A"
"USGS","11266500",2015-06-13,394,"A"
"USGS","11266500",2015-06-14,353,"A"
"USGS","11266500",2015-06-15,311,"A"
"USGS","11266500",2015-06-16,266,"A"
"USGS","11266500",2015-06-17,227,"A"
"USGS","11266500",2015-06-18,200,"A"
"USGS","11266500",2015-06-19,182,"A"
"USGS","11266500",2015-06-20,166,"A"
"USGS","11266500",2015-06-21,151,"A"
"USGS","11266500",2015-06-22,137,"A"
"USGS","11266500",2015-06-23,122,"A"
"USGS","11266500",2015-06-24,109,"A"
"USGS","11266500",2015-06-25,99.5,"A"
"USGS","11266500",2015-06-26,92.9,"A"
"USGS","11266500",2015-06-27,87.9,"A"
"USGS","11266500",2015-06-28,82.2,"A"
"USGS","11266500",2015-06-29,79.5,"A"
"USGS","11266500",2015-06-30,80,"A"
"USGS","11266500",2015-07-01,77,"A"
"USGS","11266500",2015-07-02,77,"A"
"USGS","11266500",2015-07-03,172,"A"
"USGS","11266500",2015-07-04,157,"A"
"USGS","11266500",2015-07-05,112,"A"
"USGS","11266500",2015-07-06,85.6,"A"
"USGS","11266500",2015-07-07,70.4,"A"
"USGS","11266500",2015-07-08,61.1,"A"
"USGS","11266500",2015-07-09,60.5,"A"
"USGS","11266500",2015-07-10,116,"A"
"USGS","11266500",2015-07-11,118,"A"
"USGS","11266500",2015-07-12,124,"A"
"USGS","11266500",2015-07-13,104,"A"
"USGS","11266500",2015-07-14,80.2,"A"
"USGS","11266500",2015-07-15,66.4,"A"
"USGS","11266500",2015-07-16,57.5,"A"
"USGS","11266500",2015-07-17,51.3,"A"
"USGS","11266500",2015-07-18,45.9,"A"
"USGS","11266500",2015-07-19,42,"A"
"USGS","11266500",2015-07-20,48.2,"A"
"USGS","11266500",2015-07-21,224,"A"
"USGS","11266500",2015-07-22,450,"A"
"USGS","11266500",2015-07-23,335,"A"
"USGS","11266500",2015-07-24,229,"A"
"USGS","11266500",2015-07-25,162,"A"
"USGS","11266500",2015-07-26,123,"A"
"USGS","11266500",2015-07-27,97.8,"A"
"USGS","11266500",2015-07-28,81,"A"
"USGS","11266500",2015-07-29,68.1,"A"
"USGS","11266500",2015-07-30,59,"A"
"USGS","11266500",2015-07-31,54.5,"A"
"USGS","11266500",2015-08-01,51.3,"A"
"USGS","11266500",2015-08-02,47.7,"A"
"USGS","11266500",2015-08-03,70.3,"A"
"USGS","11266500",2015-08-04,80.7,"A"
"USGS","11266500",2015-08-05,66.9,"A"
"USGS","11266500",2015-08-06,55.8,"A"
"USGS","11266500",2015-08-07,49.8,"A"
"USGS","11266500",2015-08-08,45.2,"A"
"USGS","11266500",2015-08-09,42.7,"A"
"USGS","11266500",2015-08-10,39.2,"A"
"USGS","11266500",2015-08-11,36.3,"A"
"USGS","11266500",2015-08-12,33.7,"A"
"USGS","11266500",2015-08-13,31.2,"A"
"USGS","11266500",2015-08-14,28.3,"A"
"USGS","11266500",2015-08-15,26.5,"A"
"USGS","11266500",2015-08-16,25.1,"A"
"USGS","11266500",2015-08-17,23.8,"A"
"USGS","11266500",2015-08-18,22.4,"A"
"USGS","11266500",2015-08-19,21.6,"A"
"USGS","11266500",2015-08-20,20.5,"A"
"USGS","11266500",2015-08-21,20,"A"
"USGS","11266500",2015-08-22,19.5,"A"
"USGS","11266500",2015-08-23,19,"A"
"USGS","11266500",2015-08-24,18.1,"A"
"USGS","11266500",2015-08-25,17.8,"A"
"USGS","11266500",2015-08-26,17.1,"A"
"USGS","11266500",2015-08-27,16.5,"A"
"USGS","11266500",2015-08-28,16.1,"A"
"USGS","11266500",2015-08-29,15.8,"A"
"USGS","11266500",2015-08-30,15.7,"A"
"USGS","11266500",2015-08-31,15.1,"A"
"USGS","11266500",2015-09-01,14.7,"A"
"USGS","11266500",2015-09-02,14.3,"A"
"USGS","11266500",2015-09-03,14.2,"A"
"USGS","11266500",2015-09-04,14.1,"A"
"USGS","11266500",2015-09-05,13.9,"A"
"USGS","11266500",2015-09-06,13.5,"A"
"USGS","11266500",2015-09-07,13.2,"A"
"USGS","11266500",2015-09-08,13,"A"
"USGS","11266500",2015-09-09,12.8,"A"
"USGS","11266500",2015-09-10,12.5,"A"
"USGS","11266500",2015-09-11,12.3,"A"
"USGS","11266500",2015-09-12,11.9,"A"
"USGS","11266500",2015-09-13,11.8,"A"
"USGS","11266500",2015-09-14,11.8,"A"
"USGS","11266500",2015-09-15,12.3,"A"
"USGS","11266500",2015-09-16,12.5,"A"
"USGS","11266500",2015-09-17,12.5,"A"
"USGS","11266500",2015-09-18,12.3,"A"
"USGS","11266500",2015-09-19,12.2,"A"
"USGS","11266500",2015-09-20,12.4,"A"
"USGS","11266500",2015-09-21,12.9,"A"
"USGS","11266500",2015-09-22,13.3,"A"
"USGS","11266500",2015-09-23,13.1,"A"
"USGS","11266500",2015-09-24,12.9,"A"
"USGS","11266500",2015-09-25,12.7,"A"
"USGS","11266500",2015-09-26,12.3,"A"
"USGS","11266500",2015-09-27,12.2,"A"
"USGS","11266500",2015-09-28,12.2,"A"
"USGS","11266500",2015-09-29,11.6,"A"
