"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","11266500",2012-06-06,608,"A"
"USGS","11266500",2012-06-07,462,"A"
"USGS","11266500",2012-06-08,415,"A"
"USGS","11266500",2012-06-09,409,"A"
"USGS","11266500",2012-06-10,383,"A"
"USGS","11266500",2012-06-11,349,"A"
"USGS","11266500",2012-06-12,328,"A"
"USGS","11266500",2012-06-13,316,"A"
"USGS","11266500",2012-06-14,310,"A"
"USGS","11266500",2012-06-15,313,"A"
"USGS","11266500",2012-06-16,316,"A"
"USGS","11266500",2012-06-17,282,"A"
"USGS","11266500",2012-06-18,273,"A"
"USGS","11266500",2012-06-19,263,"A"
"USGS","11266500",2012-06-20,244,"A"
"USGS","11266500",2012-06-21,220,"A"
"USGS","11266500",2012-06-22,214,"A"
"USGS","11266500",2012-06-23,207,"A"
"USGS","11266500",2012-06-24,186,"A"
"USGS","11266500",2012-06-25,162,"A"
"USGS","11266500",2012-06-26,146,"A"
"USGS","11266500",2012-06-27,137,"A"
"USGS","11266500",2012-06-28,131,"A"
"USGS","11266500",2012-06-29,125,"A"
"USGS","11266500",2012-06-30,124,"A"
"USGS","11266500",2012-07-01,125,"A"
"USGS","11266500",2012-07-02,129,"A"
"USGS","11266500",2012-07-03,131,"A"
"USGS","11266500",2012-07-04,133,"A"
"USGS","11266500",2012-07-05,132,"A"
"USGS","11266500",2012-07-06,125,"A"
"USGS","11266500",2012-07-07,119,"A"
"USGS","11266500",2012-07-08,112,"A"
"USGS","11266500",2012-07-09,111,"A"
"USGS","11266500",2012-07-10,110,"A"
"USGS","11266500",2012-07-11,109,"A"
"USGS","11266500",2012-07-12,109,"A"
"USGS","11266500",2012-07-13,110,"A"
"USGS","11266500",2012-07-14,111,"A"
"USGS","11266500",2012-07-15,108,"A"
"USGS","11266500",2012-07-16,101,"A"
"USGS","11266500",2012-07-17,93.7,"A"
"USGS","11266500",2012-07-18,87.1,"A"
"USGS","11266500",2012-07-19,81.5,"A"
"USGS","11266500",2012-07-20,77.3,"A"
"USGS","11266500",2012-07-21,71.3,"A"
"USGS","11266500",2012-07-22,67,"A"
"USGS","11266500",2012-07-23,66.3,"A"
"USGS","11266500",2012-07-24,67.2,"A"
"USGS","11266500",2012-07-25,67.6,"A"
"USGS","11266500",2012-07-26,66.3,"A"
"USGS","11266500",2012-07-27,63.8,"A"
"USGS","11266500",2012-07-28,60.5,"A"
"USGS","11266500",2012-07-29,57.5,"A"
"USGS","11266500",2012-07-30,54.9,"A"
"USGS","11266500",2012-07-31,52.1,"A"
"USGS","11266500",2012-08-01,50.3,"A"
"USGS","11266500",2012-08-02,48.8,"A"
"USGS","11266500",2012-08-03,47.4,"A"
"USGS","11266500",2012-08-04,46.6,"A"
"USGS","11266500",2012-08-05,46.7,"A"
"USGS","11266500",2012-08-06,46,"A"
"USGS","11266500",2012-08-07,45.1,"A"
"USGS","11266500",2012-08-08,44.3,"A"
"USGS","11266500",2012-08-09,43.1,"A"
"USGS","11266500",2012-08-10,42.3,"A"
"USGS","11266500",2012-08-11,41.9,"A"
"USGS","11266500",2012-08-12,42.1,"A"
"USGS","11266500",2012-08-13,42.7,"A"
"USGS","11266500",2012-08-14,47.7,"A"
"USGS","11266500",2012-08-15,86.9,"A"
"USGS","11266500",2012-08-16,104,"A"
"USGS","11266500",2012-08-17,93.8,"A"
"USGS","11266500",2012-08-18,122,"A"
"USGS","11266500",2012-08-19,146,"A"
"USGS","11266500",2012-08-20,103,"A"
"USGS","11266500",2012-08-21,81.2,"A"
"USGS","11266500",2012-08-22,69.8,"A"
"USGS","11266500",2012-08-23,68.2,"A"
"USGS","11266500",2012-08-24,81.5,"A"
"USGS","11266500",2012-08-25,75.5,"A"
"USGS","11266500",2012-08-26,65.4,"A"
"USGS","11266500",2012-08-27,56.3,"A"
"USGS","11266500",2012-08-28,50.2,"A"
"USGS","11266500",2012-08-29,45.6,"A"
"USGS","11266500",2012-08-30,41.1,"A"
"USGS","11266500",2012-08-31,37.9,"A"
"USGS","11266500",2012-09-01,35.3,"A"
"USGS","11266500",2012-09-02,32.8,"A"
"USGS","11266500",2012-09-03,31.3,"A"
"USGS","11266500",2012-09-04,29.8,"A"
"USGS","11266500",2012-09-05,28.3,"A"
"USGS","11266500",2012-09-06,27.2,"A"
"USGS","11266500",2012-09-07,26.2,"A"
"USGS","11266500",2012-09-08,25.3,"A"
"USGS","11266500",2012-09-09,24.6,"A"
"USGS","11266500",2012-09-10,23.9,"A"
"USGS","11266500",2012-09-11,23.4,"A"
"USGS","11266500",2012-09-12,22.6,"A"
"USGS","11266500",2012-09-13,22.3,"A"
"USGS","11266500",2012-09-14,22.2,"A"
"USGS","11266500",2012-09-15,21.5,"A"
"USGS","11266500",2012-09-16,21,"A"
"USGS","11266500",2012-09-17,20.5,"A"
"USGS","11266500",2012-09-18,20,"A"
"USGS","11266500",2012-09-19,19.4,"A"
"USGS","11266500",2012-09-20,18.8,"A"
"USGS","11266500",2012-09-21,18.6,"A"
"USGS","11266500",2012-09-22,18,"A"
"USGS","11266500",2012-09-23,17.8,"A"
"USGS","11266500",2012-09-24,17.5,"A"
"USGS","11266500",2012-09-25,16.9,"A"
"USGS","11266500",2012-09-26,16.8,"A"
"USGS","11266500",2012-09-27,16.5,"A"
"USGS","11266500",2012-09-28,16,"A"
"USGS","11266500",2012-09-29,15.7,"A"
"USGS","11266500",2012-09-30,15.6,"A"
"USGS","11266500",2012-10-01,15.4,"A"
"USGS","11266500",2012-10-02,14.9,"A"
"USGS","11266500",2012-10-03,14.6,"A"
"USGS","11266500",2012-10-04,14.5,"A"
"USGS","11266500",2012-10-05,14.5,"A"
"USGS","11266500",2012-10-06,14.5,"A"
"USGS","11266500",2012-10-07,14.5,"A"
"USGS","11266500",2012-10-08,14.5,"A"
"USGS","11266500",2012-10-09,14.5,"A"
"USGS","11266500",2012-10-10,14.3,"A"
"USGS","11266500",2012-10-11,14.5,"A"
"USGS","11266500",2012-10-12,14.8,"A"
"USGS","11266500",2012-10-13,14.9,"A"
"USGS","11266500",2012-10-14,14.9,"A"
"USGS","11266500",2012-10-15,14.5,"A"
"USGS","11266500",2012-10-16,14.4,"A"
"USGS","11266500",2012-10-17,14.1,"A"
"USGS","11266500",2012-10-18,14.2,"A"
"USGS","11266500",2012-10-19,13.9,"A"
"USGS","11266500",2012-10-20,13.9,"A"
"USGS","11266500",2012-10-21,13.9,"A"
"USGS","11266500",2012-10-22,15.9,"A"
"USGS","11266500",2012-10-23,17.5,"A"
"USGS","11266500",2012-10-24,20.2,"A"
"USGS","11266500",2012-10-25,18.7,"A"
"USGS","11266500",2012-10-26,18,"A"
"USGS","11266500",2012-10-27,17.7,"A"
"USGS","11266500",2012-10-28,17.6,"A"
"USGS","11266500",2012-10-29,17.7,"A"
"USGS","11266500",2012-10-30,17.6,"A"
"USGS","11266500",2012-10-31,17.9,"A"
"USGS","11266500",2012-11-01,18,"A"
"USGS","11266500",2012-11-02,18.3,"A"
"USGS","11266500",2012-11-03,18.6,"A"
"USGS","11266500",2012-11-04,18.6,"A"
"USGS","11266500",2012-11-05,18.6,"A"
"USGS","11266500",2012-11-06,18.3,"A"
"USGS","11266500",2012-11-07,18.3,"A"
"USGS","11266500",2012-11-08,18.3,"A"
"USGS","11266500",2012-11-09,19.5,"A"
"USGS","11266500",2012-11-10,20.3,"A"
"USGS","11266500",2012-11-11,20.6,"A"
"USGS","11266500",2012-11-12,20.9,"A"
"USGS","11266500",2012-11-13,21.2,"A"
"USGS","11266500",2012-11-14,21.5,"A"
"USGS","11266500",2012-11-15,21.5,"A"
"USGS","11266500",2012-11-16,22.5,"A"
"USGS","11266500",2012-11-17,33.3,"A"
"USGS","11266500",2012-11-18,74.3,"A"
"USGS","11266500",2012-11-19,53,"A"
"USGS","11266500",2012-11-20,44.9,"A"
"USGS","11266500",2012-11-21,46.6,"A"
"USGS","11266500",2012-11-22,59.3,"A"
"USGS","11266500",2012-11-23,56.6,"A"
"USGS","11266500",2012-11-24,56.8,"A"
"USGS","11266500",2012-11-25,55.6,"A"
"USGS","11266500",2012-11-26,52.2,"A"
"USGS","11266500",2012-11-27,48.3,"A"
"USGS","11266500",2012-11-28,50.2,"A"
"USGS","11266500",2012-11-29,66.8,"A"
"USGS","11266500",2012-11-30,279,"A"
"USGS","11266500",2012-12-01,301,"A"
"USGS","11266500",2012-12-02,1090,"A"
"USGS","11266500",2012-12-03,984,"A"
"USGS","11266500",2012-12-04,489,"A"
"USGS","11266500",2012-12-05,525,"A"
"USGS","11266500",2012-12-06,649,"A"
"USGS","11266500",2012-12-07,427,"A"
"USGS","11266500",2012-12-08,319,"A"
"USGS","11266500",2012-12-09,268,"A"
"USGS","11266500",2012-12-10,238,"A"
"USGS","11266500",2012-12-11,218,"A"
"USGS","11266500",2012-12-12,215,"A"
"USGS","11266500",2012-12-13,202,"A"
"USGS","11266500",2012-12-14,170,"A"
"USGS","11266500",2012-12-15,170,"A"
"USGS","11266500",2012-12-16,166,"A"
"USGS","11266500",2012-12-17,200,"A"
"USGS","11266500",2012-12-18,223,"A"
"USGS","11266500",2012-12-19,168,"A"
"USGS","11266500",2012-12-20,174,"A"
"USGS","11266500",2012-12-21,171,"A"
"USGS","11266500",2012-12-22,188,"A"
"USGS","11266500",2012-12-23,191,"A"
"USGS","11266500",2012-12-24,201,"A"
"USGS","11266500",2012-12-25,216,"A"
"USGS","11266500",2012-12-26,230,"A"
"USGS","11266500",2012-12-27,204,"A"
"USGS","11266500",2012-12-28,181,"A"
"USGS","11266500",2012-12-29,196,"A"
"USGS","11266500",2012-12-30,184,"A"
"USGS","11266500",2012-12-31,156,"A"
"USGS","11266500",2013-01-01,168,"A"
"USGS","11266500",2013-01-02,162,"A"
"USGS","11266500",2013-01-03,165,"A"
"USGS","11266500",2013-01-04,165,"A"
"USGS","11266500",2013-01-05,172,"A"
"USGS","11266500",2013-01-06,178,"A"
"USGS","11266500",2013-01-07,165,"A"
"USGS","11266500",2013-01-08,173,"A"
"USGS","11266500",2013-01-09,186,"A"
"USGS","11266500",2013-01-10,180,"A"
"USGS","11266500",2013-01-11,145,"A"
"USGS","11266500",2013-01-12,143,"A"
"USGS","11266500",2013-01-13,134,"A"
"USGS","11266500",2013-01-14,132,"A"
"USGS","11266500",2013-01-15,152,"A"
"USGS","11266500",2013-01-16,165,"A"
"USGS","11266500",2013-01-17,171,"A"
"USGS","11266500",2013-01-18,179,"A"
"USGS","11266500",2013-01-19,182,"A"
"USGS","11266500",2013-01-20,184,"A"
"USGS","11266500",2013-01-21,190,"A"
"USGS","11266500",2013-01-22,207,"A"
"USGS","11266500",2013-01-23,217,"A"
"USGS","11266500",2013-01-24,270,"A"
"USGS","11266500",2013-01-25,374,"A"
"USGS","11266500",2013-01-26,404,"A"
"USGS","11266500",2013-01-27,348,"A"
"USGS","11266500",2013-01-28,253,"A"
"USGS","11266500",2013-01-29,267,"A"
"USGS","11266500",2013-01-30,259,"A"
"USGS","11266500",2013-01-31,253,"A"
"USGS","11266500",2013-02-01,253,"A"
"USGS","11266500",2013-02-02,258,"A"
"USGS","11266500",2013-02-03,244,"A"
"USGS","11266500",2013-02-04,239,"A"
"USGS","11266500",2013-02-05,251,"A"
"USGS","11266500",2013-02-06,237,"A"
"USGS","11266500",2013-02-07,226,"A"
"USGS","11266500",2013-02-08,223,"A"
"USGS","11266500",2013-02-09,196,"A"
"USGS","11266500",2013-02-10,189,"A"
"USGS","11266500",2013-02-11,180,"A"
"USGS","11266500",2013-02-12,179,"A"
"USGS","11266500",2013-02-13,178,"A"
"USGS","11266500",2013-02-14,180,"A"
"USGS","11266500",2013-02-15,183,"A"
"USGS","11266500",2013-02-16,201,"A"
"USGS","11266500",2013-02-17,194,"A"
"USGS","11266500",2013-02-18,192,"A"
"USGS","11266500",2013-02-19,199,"A"
"USGS","11266500",2013-02-20,182,"A"
"USGS","11266500",2013-02-21,166,"A"
"USGS","11266500",2013-02-22,166,"A"
"USGS","11266500",2013-02-23,173,"A"
"USGS","11266500",2013-02-24,152,"A"
"USGS","11266500",2013-02-25,156,"A"
"USGS","11266500",2013-02-26,152,"A"
"USGS","11266500",2013-02-27,152,"A"
"USGS","11266500",2013-02-28,158,"A"
"USGS","11266500",2013-03-01,181,"A"
"USGS","11266500",2013-03-02,241,"A"
"USGS","11266500",2013-03-03,299,"A"
"USGS","11266500",2013-03-04,287,"A"
"USGS","11266500",2013-03-05,295,"A"
"USGS","11266500",2013-03-06,318,"A"
"USGS","11266500",2013-03-07,297,"A"
"USGS","11266500",2013-03-08,268,"A"
"USGS","11266500",2013-03-09,267,"A"
"USGS","11266500",2013-03-10,256,"A"
"USGS","11266500",2013-03-11,298,"A"
"USGS","11266500",2013-03-12,380,"A"
"USGS","11266500",2013-03-13,509,"A"
"USGS","11266500",2013-03-14,659,"A"
"USGS","11266500",2013-03-15,753,"A"
"USGS","11266500",2013-03-16,711,"A"
"USGS","11266500",2013-03-17,727,"A"
"USGS","11266500",2013-03-18,688,"A"
"USGS","11266500",2013-03-19,672,"A"
"USGS","11266500",2013-03-20,835,"A"
"USGS","11266500",2013-03-21,731,"A"
"USGS","11266500",2013-03-22,655,"A"
"USGS","11266500",2013-03-23,581,"A"
"USGS","11266500",2013-03-24,586,"A"
"USGS","11266500",2013-03-25,680,"A"
"USGS","11266500",2013-03-26,648,"A"
"USGS","11266500",2013-03-27,603,"A"
"USGS","11266500",2013-03-28,619,"A"
"USGS","11266500",2013-03-29,669,"A"
"USGS","11266500",2013-03-30,827,"A"
"USGS","11266500",2013-03-31,1020,"A"
"USGS","11266500",2013-04-01,986,"A"
"USGS","11266500",2013-04-02,817,"A"
"USGS","11266500",2013-04-03,844,"A"
"USGS","11266500",2013-04-04,1080,"A"
"USGS","11266500",2013-04-05,996,"A"
"USGS","11266500",2013-04-06,922,"A"
"USGS","11266500",2013-04-07,956,"A"
"USGS","11266500",2013-04-08,1170,"A"
"USGS","11266500",2013-04-09,935,"A"
"USGS","11266500",2013-04-10,791,"A"
"USGS","11266500",2013-04-11,1020,"A"
"USGS","11266500",2013-04-12,1330,"A"
"USGS","11266500",2013-04-13,1520,"A"
"USGS","11266500",2013-04-14,1610,"A"
"USGS","11266500",2013-04-15,1600,"A"
"USGS","11266500",2013-04-16,1270,"A"
"USGS","11266500",2013-04-17,986,"A"
"USGS","11266500",2013-04-18,857,"A"
"USGS","11266500",2013-04-19,905,"A"
"USGS","11266500",2013-04-20,1140,"A"
"USGS","11266500",2013-04-21,1460,"A"
"USGS","11266500",2013-04-22,1830,"A"
"USGS","11266500",2013-04-23,2010,"A"
"USGS","11266500",2013-04-24,2050,"A"
"USGS","11266500",2013-04-25,1810,"A"
"USGS","11266500",2013-04-26,1800,"A"
"USGS","11266500",2013-04-27,1970,"A"
"USGS","11266500",2013-04-28,2210,"A"
"USGS","11266500",2013-04-29,2350,"A"
"USGS","11266500",2013-04-30,2460,"A"
"USGS","11266500",2013-05-01,2310,"A"
"USGS","11266500",2013-05-02,2050,"A"
"USGS","11266500",2013-05-03,2100,"A"
"USGS","11266500",2013-05-04,2050,"A"
"USGS","11266500",2013-05-05,1680,"A"
"USGS","11266500",2013-05-06,1500,"A"
"USGS","11266500",2013-05-07,1310,"A"
"USGS","11266500",2013-05-08,1140,"A"
"USGS","11266500",2013-05-09,1130,"A"
"USGS","11266500",2013-05-10,1300,"A"
"USGS","11266500",2013-05-11,1490,"A"
"USGS","11266500",2013-05-12,1750,"A"
"USGS","11266500",2013-05-13,1840,"A"
"USGS","11266500",2013-05-14,1870,"A"
"USGS","11266500",2013-05-15,1720,"A"
"USGS","11266500",2013-05-16,1570,"A"
"USGS","11266500",2013-05-17,1210,"A"
"USGS","11266500",2013-05-18,1030,"A"
"USGS","11266500",2013-05-19,1020,"A"
"USGS","11266500",2013-05-20,1030,"A"
"USGS","11266500",2013-05-21,1130,"A"
"USGS","11266500",2013-05-22,1110,"A"
"USGS","11266500",2013-05-23,907,"A"
"USGS","11266500",2013-05-24,752,"A"
"USGS","11266500",2013-05-25,725,"A"
"USGS","11266500",2013-05-26,735,"A"
"USGS","11266500",2013-05-27,722,"A"
"USGS","11266500",2013-05-28,741,"A"
"USGS","11266500",2013-05-29,831,"A"
"USGS","11266500",2013-05-30,836,"A"
"USGS","11266500",2013-05-31,764,"A"
"USGS","11266500",2013-06-01,788,"A"
"USGS","11266500",2013-06-02,862,"A"
"USGS","11266500",2013-06-03,850,"A"
"USGS","11266500",2013-06-04,890,"A"
"USGS","11266500",2013-06-05,794,"A"
"USGS","11266500",2013-06-06,681,"A"
"USGS","11266500",2013-06-07,633,"A"
"USGS","11266500",2013-06-08,653,"A"
"USGS","11266500",2013-06-09,700,"A"
"USGS","11266500",2013-06-10,716,"A"
"USGS","11266500",2013-06-11,850,"A"
"USGS","11266500",2013-06-12,572,"A"
"USGS","11266500",2013-06-13,468,"A"
"USGS","11266500",2013-06-14,395,"A"
"USGS","11266500",2013-06-15,338,"A"
"USGS","11266500",2013-06-16,302,"A"
"USGS","11266500",2013-06-17,288,"A"
"USGS","11266500",2013-06-18,284,"A"
"USGS","11266500",2013-06-19,277,"A"
"USGS","11266500",2013-06-20,246,"A"
"USGS","11266500",2013-06-21,211,"A"
"USGS","11266500",2013-06-22,194,"A"
"USGS","11266500",2013-06-23,193,"A"
"USGS","11266500",2013-06-24,204,"A"
"USGS","11266500",2013-06-25,264,"A"
"USGS","11266500",2013-06-26,295,"A"
"USGS","11266500",2013-06-27,269,"A"
"USGS","11266500",2013-06-28,264,"A"
"USGS","11266500",2013-06-29,276,"A"
"USGS","11266500",2013-06-30,272,"A"
"USGS","11266500",2013-07-01,247,"A"
"USGS","11266500",2013-07-02,231,"A"
"USGS","11266500",2013-07-03,208,"A"
"USGS","11266500",2013-07-04,203,"A"
"USGS","11266500",2013-07-05,198,"A"
"USGS","11266500",2013-07-06,182,"A"
"USGS","11266500",2013-07-07,164,"A"
"USGS","11266500",2013-07-08,140,"A"
"USGS","11266500",2013-07-09,122,"A"
"USGS","11266500",2013-07-10,108,"A"
"USGS","11266500",2013-07-11,99.4,"A"
"USGS","11266500",2013-07-12,91.4,"A"
"USGS","11266500",2013-07-13,86.1,"A"
"USGS","11266500",2013-07-14,80.6,"A"
"USGS","11266500",2013-07-15,73.8,"A"
"USGS","11266500",2013-07-16,68.8,"A"
"USGS","11266500",2013-07-17,65.3,"A"
"USGS","11266500",2013-07-18,62.4,"A"
"USGS","11266500",2013-07-19,58.7,"A"
"USGS","11266500",2013-07-20,55.6,"A"
"USGS","11266500",2013-07-21,53.3,"A"
"USGS","11266500",2013-07-22,61.6,"A"
"USGS","11266500",2013-07-23,67.9,"A"
"USGS","11266500",2013-07-24,66.1,"A"
"USGS","11266500",2013-07-25,62.5,"A"
"USGS","11266500",2013-07-26,71.5,"A"
"USGS","11266500",2013-07-27,82,"A"
"USGS","11266500",2013-07-28,70.3,"A"
"USGS","11266500",2013-07-29,61.6,"A"
"USGS","11266500",2013-07-30,55.4,"A"
"USGS","11266500",2013-07-31,50.9,"A"
"USGS","11266500",2013-08-01,47.2,"A"
"USGS","11266500",2013-08-02,43.7,"A"
"USGS","11266500",2013-08-03,40.9,"A"
"USGS","11266500",2013-08-04,38.8,"A"
"USGS","11266500",2013-08-05,36.6,"A"
"USGS","11266500",2013-08-06,34.9,"A"
"USGS","11266500",2013-08-07,33.3,"A"
"USGS","11266500",2013-08-08,32.1,"A"
"USGS","11266500",2013-08-09,31.3,"A"
"USGS","11266500",2013-08-10,30.2,"A"
"USGS","11266500",2013-08-11,29.5,"A"
"USGS","11266500",2013-08-12,28.3,"A"
"USGS","11266500",2013-08-13,27.6,"A"
"USGS","11266500",2013-08-14,26.7,"A"
"USGS","11266500",2013-08-15,25.8,"A"
"USGS","11266500",2013-08-16,24.9,"A"
"USGS","11266500",2013-08-17,24.3,"A"
"USGS","11266500",2013-08-18,23.8,"A"
"USGS","11266500",2013-08-19,23.5,"A"
"USGS","11266500",2013-08-20,22.6,"A"
"USGS","11266500",2013-08-21,24.1,"A"
"USGS","11266500",2013-08-22,37,"A"
"USGS","11266500",2013-08-23,40.5,"A"
"USGS","11266500",2013-08-24,37.6,"A"
"USGS","11266500",2013-08-25,34.7,"A"
"USGS","11266500",2013-08-26,32.3,"A"
"USGS","11266500",2013-08-27,30.1,"A"
"USGS","11266500",2013-08-28,28.3,"A"
"USGS","11266500",2013-08-29,26.8,"A"
"USGS","11266500",2013-08-30,25.4,"A"
"USGS","11266500",2013-08-31,24.3,"A"
"USGS","11266500",2013-09-01,23.9,"A"
"USGS","11266500",2013-09-02,23.1,"A"
"USGS","11266500",2013-09-03,21.8,"A"
"USGS","11266500",2013-09-04,21.7,"A"
"USGS","11266500",2013-09-05,21.7,"A"
"USGS","11266500",2013-09-06,20.9,"A"
"USGS","11266500",2013-09-07,20.6,"A"
"USGS","11266500",2013-09-08,20.3,"A"
"USGS","11266500",2013-09-09,20,"A"
"USGS","11266500",2013-09-10,19.6,"A"
"USGS","11266500",2013-09-11,19.8,"A"
"USGS","11266500",2013-09-12,19.6,"A"
"USGS","11266500",2013-09-13,19.1,"A"
"USGS","11266500",2013-09-14,19.1,"A"
"USGS","11266500",2013-09-15,19,"A"
"USGS","11266500",2013-09-16,18.5,"A"
"USGS","11266500",2013-09-17,18.3,"A"
"USGS","11266500",2013-09-18,18.3,"A"
"USGS","11266500",2013-09-19,18.3,"A"
"USGS","11266500",2013-09-20,18.3,"A"
"USGS","11266500",2013-09-21,21.2,"A"
"USGS","11266500",2013-09-22,28.4,"A"
"USGS","11266500",2013-09-23,28.7,"A"
"USGS","11266500",2013-09-24,25.8,"A"
"USGS","11266500",2013-09-25,24.8,"A"
"USGS","11266500",2013-09-26,25.1,"A"
"USGS","11266500",2013-09-27,25.9,"A"
"USGS","11266500",2013-09-28,26.9,"A"
"USGS","11266500",2013-09-29,26.8,"A"
"USGS","11266500",2013-09-30,25.8,"A"
"USGS","11266500",2013-10-01,25,"A"
"USGS","11266500",2013-10-02,24.2,"A"
"USGS","11266500",2013-10-03,23.4,"A"
"USGS","11266500",2013-10-04,22.6,"A"
"USGS","11266500",2013-10-05,22,"A"
"USGS","11266500",2013-10-06,21.2,"A"
"USGS","11266500",2013-10-07,20.9,"A"
"USGS","11266500",2013-10-08,20.5,"A"
"USGS","11266500",2013-10-09,19.9,"A"
"USGS","11266500",2013-10-10,20.9,"A"
"USGS","11266500",2013-10-11,21.3,"A"
"USGS","11266500",2013-10-12,20.6,"A"
"USGS","11266500",2013-10-13,20.9,"A"
"USGS","11266500",2013-10-14,21.1,"A"
"USGS","11266500",2013-10-15,20.9,"A"
"USGS","11266500",2013-10-16,21,"A"
"USGS","11266500",2013-10-17,21,"A"
"USGS","11266500",2013-10-18,20.6,"A"
"USGS","11266500",2013-10-19,20.1,"A"
"USGS","11266500",2013-10-20,19.5,"A"
"USGS","11266500",2013-10-21,19.2,"A"
"USGS","11266500",2013-10-22,18.9,"A"
"USGS","11266500",2013-10-23,18.6,"A"
"USGS","11266500",2013-10-24,18,"A"
"USGS","11266500",2013-10-25,17.6,"A"
"USGS","11266500",2013-10-26,17.6,"A"
"USGS","11266500",2013-10-27,17.6,"A"
"USGS","11266500",2013-10-28,19.4,"A"
"USGS","11266500",2013-10-29,20.3,"A"
"USGS","11266500",2013-10-30,20.5,"A"
"USGS","11266500",2013-10-31,20.2,"A"
"USGS","11266500",2013-11-01,20.4,"A"
"USGS","11266500",2013-11-02,20.7,"A"
"USGS","11266500",2013-11-03,21,"A"
"USGS","11266500",2013-11-04,21.5,"A"
"USGS","11266500",2013-11-05,21.8,"A"
"USGS","11266500",2013-11-06,21.8,"A"
"USGS","11266500",2013-11-07,21.2,"A"
"USGS","11266500",2013-11-08,21,"A"
"USGS","11266500",2013-11-09,20.8,"A"
"USGS","11266500",2013-11-10,20.6,"A"
"USGS","11266500",2013-11-11,20.3,"A"
"USGS","11266500",2013-11-12,20,"A"
"USGS","11266500",2013-11-13,19.8,"A"
"USGS","11266500",2013-11-14,19.5,"A"
"USGS","11266500",2013-11-15,19.4,"A"
"USGS","11266500",2013-11-16,19.3,"A"
"USGS","11266500",2013-11-17,19.1,"A"
"USGS","11266500",2013-11-18,19.1,"A"
"USGS","11266500",2013-11-19,19.1,"A"
"USGS","11266500",2013-11-20,20.3,"A"
"USGS","11266500",2013-11-21,23.3,"A"
"USGS","11266500",2013-11-22,25.7,"A"
"USGS","11266500",2013-11-23,23.7,"A"
"USGS","11266500",2013-11-24,22.5,"A"
"USGS","11266500",2013-11-25,22.2,"A"
"USGS","11266500",2013-11-26,22.1,"A"
"USGS","11266500",2013-11-27,21.8,"A"
"USGS","11266500",2013-11-28,21.8,"A"
"USGS","11266500",2013-11-29,21.6,"A"
"USGS","11266500",2013-11-30,21.4,"A"
"USGS","11266500",2013-12-01,21.1,"A"
"USGS","11266500",2013-12-02,20.9,"A"
"USGS","11266500",2013-12-03,23.2,"A"
"USGS","11266500",2013-12-04,24.4,"A"
"USGS","11266500",2013-12-05,22.5,"A"
"USGS","11266500",2013-12-06,21.4,"A"
"USGS","11266500",2013-12-07,22.2,"A"
"USGS","11266500",2013-12-08,21.4,"A"
"USGS","11266500",2013-12-09,21.3,"A"
"USGS","11266500",2013-12-10,21.8,"A"
"USGS","11266500",2013-12-11,22.5,"A"
"USGS","11266500",2013-12-12,23.1,"A"
"USGS","11266500",2013-12-13,23.1,"A"
"USGS","11266500",2013-12-14,23.6,"A"
"USGS","11266500",2013-12-15,23.8,"A"
"USGS","11266500",2013-12-16,24.5,"A"
"USGS","11266500",2013-12-17,25.5,"A"
"USGS","11266500",2013-12-18,26.5,"A"
"USGS","11266500",2013-12-19,28.8,"A"
"USGS","11266500",2013-12-20,28.7,"A"
"USGS","11266500",2013-12-21,27.5,"A"
"USGS","11266500",2013-12-22,26.9,"A"
"USGS","11266500",2013-12-23,26.7,"A"
"USGS","11266500",2013-12-24,26.3,"A"
"USGS","11266500",2013-12-25,25.6,"A"
"USGS","11266500",2013-12-26,25.2,"A"
"USGS","11266500",2013-12-27,24.5,"A"
"USGS","11266500",2013-12-28,24.8,"A"
"USGS","11266500",2013-12-29,24.1,"A"
"USGS","11266500",2013-12-30,23.7,"A"
"USGS","11266500",2013-12-31,23.9,"A"
"USGS","11266500",2014-01-01,23.7,"A"
"USGS","11266500",2014-01-02,24,"A"
"USGS","11266500",2014-01-03,23.6,"A"
"USGS","11266500",2014-01-04,23.6,"A"
"USGS","11266500",2014-01-05,23.3,"A"
"USGS","11266500",2014-01-06,23.2,"A"
"USGS","11266500",2014-01-07,23.5,"A"
"USGS","11266500",2014-01-08,23.2,"A"
"USGS","11266500",2014-01-09,22.9,"A"
"USGS","11266500",2014-01-10,23,"A"
"USGS","11266500",2014-01-11,23.1,"A"
"USGS","11266500",2014-01-12,23.3,"A"
"USGS","11266500",2014-01-13,23.1,"A"
"USGS","11266500",2014-01-14,22.7,"A"
"USGS","11266500",2014-01-15,22.7,"A"
"USGS","11266500",2014-01-16,22.9,"A"
"USGS","11266500",2014-01-17,22.9,"A"
"USGS","11266500",2014-01-18,22.7,"A"
"USGS","11266500",2014-01-19,22.5,"A"
"USGS","11266500",2014-01-20,22.4,"A"
"USGS","11266500",2014-01-21,22.5,"A"
"USGS","11266500",2014-01-22,22.5,"A"
"USGS","11266500",2014-01-23,22.4,"A"
"USGS","11266500",2014-01-24,22.4,"A"
"USGS","11266500",2014-01-25,22.4,"A"
"USGS","11266500",2014-01-26,22.4,"A"
"USGS","11266500",2014-01-27,22.3,"A"
"USGS","11266500",2014-01-28,22.3,"A"
"USGS","11266500",2014-01-29,22.5,"A"
"USGS","11266500",2014-01-30,36.6,"A"
